HHID,urban,year,month,index,inflation,ctotal,total_W,inctotal,wage_total,w_share,worker,ocupation,sex,age,father_educ,father_ocup,writeread,classeduc,region,familysize,wave,region2,region3,region4,female
H10908-04-01,0,2014,1,578,1.0965546293128199,833.0906173646204,1195000.0,,,,0.0,nothing,2.0,21.0,73.0,19.0,1.0,,2.0,7,2013-2014,1,0,0,1
H10909-04-03,1,2014,7,581,1.08552613447724,1318.6679969458596,0.0,257939.43702225137,,,0.0,businessman,1.0,20.0,16.0,19.0,0.0,17.0,2.0,2,2013-2014,1,0,0,0
H10909-04-04,0,2014,7,582,1.08552613447724,2088.502313931428,0.0,489347.96052221407,,,0.0,businessman,1.0,40.0,,,0.0,14.0,2.0,12,2013-2014,1,0,0,0
H11003-04-01,0,2014,4,586,1.08552613447724,456.67292446215777,0.0,456000.0761643373,,,0.0,businessman,1.0,39.0,17.0,19.0,0.0,17.0,2.0,3,2013-2014,1,0,0,0
H11006-04-01,0,2013,10,587,1.08552613447724,933.3235088294364,0.0,,,,0.0,nothing,1.0,38.0,2.0,10.0,0.0,16.0,2.0,5,2013-2014,1,0,0,0
H11007-04-01,0,2013,10,588,1.08552613447724,1910.8400229035346,0.0,277.7642553653174,,,0.0,farmer,1.0,42.0,,,0.0,16.0,2.0,5,2013-2014,1,0,0,0
H11403-04-01,1,2014,2,592,1.0965546293128199,3199.1074536477886,0.0,1988045.0473918885,,,0.0,businessman,2.0,30.0,,,0.0,32.0,2.0,6,2013-2014,1,0,0,1
H11405-04-01,1,2014,2,593,1.07578104320216,3997.028707280216,0.0,1580247.2173517726,,,0.0,businessman,1.0,46.0,,,1.0,,2.0,8,2013-2014,1,0,0,0
H11406-04-01,1,2014,2,594,1.07578104320216,793.2941910607034,0.0,,,,0.0,nothing,2.0,76.0,,,1.0,,2.0,2,2013-2014,1,0,0,1
H11409-04-01,1,2014,2,595,1.07578104320216,3823.9591436762903,0.0,3699637.6029765024,,,0.0,businessman,2.0,33.0,,19.0,1.0,12.0,2.0,11,2013-2014,1,0,0,1
H11410-04-01,1,2014,8,596,1.07578104320216,2290.106599868231,170000.0,,,,,,1.0,29.0,51.0,4.0,0.0,51.0,2.0,1,2013-2014,1,0,0,0
H11414-04-01,1,2014,2,597,1.07578104320216,5917.150784539972,0.0,3048947.572302243,,,0.0,businessman,1.0,43.0,,,1.0,13.0,2.0,14,2013-2014,1,0,0,0
H11501-04-01,1,2014,6,598,1.07578104320216,1903.7508262885028,7676000.0,,,,,,2.0,32.0,,5.0,0.0,31.0,2.0,4,2013-2014,1,0,0,1
H11502-04-02,1,2014,5,600,1.07578104320216,3072.01709401768,0.0,241684.8685361534,,,0.0,businessman,2.0,64.0,,,0.0,,2.0,4,2013-2014,1,0,0,1
H11505-04-01,1,2013,12,602,1.0965546293128199,2041.9039750758946,53518000.0,15503.103580578943,,,0.0,businessman,1.0,69.0,,,0.0,33.0,2.0,5,2013-2014,1,0,0,0
H11506-04-01,1,2014,8,603,1.0965546293128199,1027.1212012328867,0.0,346539.9623894117,,,0.0,businessman,1.0,82.0,,,0.0,22.0,2.0,3,2013-2014,1,0,0,0
H11506-04-02,1,2014,8,604,1.07578104320216,2667.622760324761,0.0,548438.7401397327,,,0.0,businessman,1.0,27.0,,10.0,0.0,61.0,2.0,4,2013-2014,1,0,0,0
H11506-04-03,0,2013,12,605,1.07578104320216,5953.012304446274,0.0,3718228.746710052,,,0.0,businessman,1.0,49.0,,,0.0,51.0,2.0,7,2013-2014,1,0,0,0
H11509-04-01,1,2014,7,607,1.0965546293128199,11101.905449514881,0.0,10715380.41598839,,,0.0,businessman,1.0,47.0,,,0.0,34.0,2.0,10,2013-2014,1,0,0,0
H11801-04-01,0,2013,10,609,1.0965546293128199,3216.1697360955077,0.0,273804.1573677828,,,0.0,businessman,2.0,59.0,,,0.0,14.0,2.0,3,2013-2014,1,0,0,1
H11805-04-01,0,2013,10,611,1.0965546293128199,1156.7099414763,0.0,,,,0.0,nothing,1.0,44.0,,,0.0,17.0,2.0,3,2013-2014,1,0,0,0
H11808-04-02,0,2014,7,615,1.0747256362995699,3351.776868936368,0.0,,,,0.0,nothing,2.0,38.0,32.0,1.0,0.0,32.0,2.0,7,2013-2014,1,0,0,1
H11902-04-01,1,2014,1,619,1.08515671048443,909.3820316866028,0.0,,,,0.0,nothing,1.0,81.0,,,1.0,10.0,2.0,2,2013-2014,1,0,0,0
H11903-04-01,1,2014,10,620,1.08515671048443,1863.078982184633,0.0,248811.9894494022,,,0.0,businessman,2.0,44.0,34.0,10.0,1.0,,2.0,9,2013-2014,1,0,0,1
H11903-04-02,0,2014,10,621,1.08515671048443,2881.9302626714916,0.0,433117.1668193298,,,0.0,businessman,2.0,28.0,41.0,1.0,0.0,51.0,2.0,3,2013-2014,1,0,0,1
H12003-04-01,0,2013,11,627,1.07592128257322,2676.616515753423,0.0,65071.731499625166,,,0.0,businessman,1.0,48.0,,,0.0,13.0,2.0,11,2013-2014,1,0,0,0
H12006-04-01,0,2013,11,630,1.0693649877067402,681.6252136904401,4000.0,,,,,,2.0,58.0,,,1.0,13.0,2.0,1,2013-2014,1,0,0,1
H12010-04-01,0,2013,11,635,1.0747256362995699,531.3292544795141,0.0,,,,,,1.0,19.0,2.0,88.0,0.0,16.0,2.0,3,2013-2014,1,0,0,0
H12303-04-01,1,2014,1,637,1.0731904059908899,2878.512539959306,1550000.0,57771.66815310339,,,0.0,businessman,2.0,48.0,,,0.0,16.0,2.0,6,2013-2014,1,0,0,1
H12310-04-01,1,2014,1,639,1.0868319920274498,4882.777050332558,29780000.0,892502.2516042211,,,0.0,businessman,2.0,55.0,34.0,10.0,0.0,32.0,2.0,16,2013-2014,1,0,0,1
H12311-04-01,1,2014,7,640,1.0868319920274498,1005.2232298696003,0.0,432449.54459173593,,,0.0,businessman,1.0,42.0,,,1.0,,2.0,6,2013-2014,1,0,0,0
H12401-04-01,1,2013,10,641,1.0868319920274498,1400.6684166819355,0.0,78208.96019212247,,,0.0,businessman,1.0,49.0,70.0,9.0,0.0,34.0,2.0,5,2013-2014,1,0,0,0
H12404-04-01,1,2014,4,643,1.0868319920274498,4878.508888575274,0.0,855698.0350432221,,,0.0,businessman,1.0,54.0,,10.0,0.0,34.0,2.0,5,2013-2014,1,0,0,0
H12407-04-02,1,2013,10,645,1.07004113303359,2256.5109818122987,0.0,,,,0.0,nothing,2.0,33.0,,,0.0,17.0,2.0,6,2013-2014,1,0,0,1
H12411-04-01,1,2013,10,648,1.07004113303359,6506.245634144129,0.0,276.14821723393777,,,0.0,farmer,1.0,87.0,,,0.0,61.0,2.0,13,2013-2014,1,0,0,0
H12502-04-01,0,2014,6,650,1.0747256362995699,2628.80651860884,24167000.0,465421.11131009966,,,0.0,businessman,1.0,40.0,,,0.0,16.0,2.0,12,2013-2014,1,0,0,0
H12505-04-01,0,2013,12,652,1.0747256362995699,414.718812899323,0.0,,,,,,1.0,31.0,17.0,19.0,1.0,,2.0,5,2013-2014,1,0,0,0
H12507-04-01,0,2014,6,654,1.0747256362995699,1172.6507144964205,230000.0,,,,0.0,nothing,1.0,32.0,73.0,19.0,1.0,,2.0,8,2013-2014,1,0,0,0
H12601-04-01,0,2014,3,658,1.0868319920274498,999.8168916437078,0.0,,,,,,2.0,79.0,,,1.0,,2.0,3,2013-2014,1,0,0,1
H12701-04-02,0,2014,10,670,1.07592128257322,839.7256464091519,0.0,,,,0.0,nothing,2.0,31.0,,,0.0,16.0,1.0,2,2013-2014,0,0,0,1
H12703-04-01,0,2014,1,671,1.08552613447724,2393.117113982059,995000.0,,,,0.0,nothing,2.0,53.0,17.0,10.0,0.0,17.0,2.0,5,2013-2014,1,0,0,1
H12707-04-01,0,2014,1,675,1.0965546293128199,374.80617145483427,9000000.0,,,,,,2.0,63.0,,10.0,1.0,,2.0,4,2013-2014,1,0,0,1
H12708-04-01,0,2014,1,676,1.0965546293128199,1579.177695305752,3046000.0,331492.8324435557,,,0.0,businessman,2.0,50.0,,,1.0,12.0,2.0,7,2013-2014,1,0,0,1
H12805-04-02,1,2014,10,680,1.07531979700378,3329.901385681785,29260000.0,,,,0.0,nothing,1.0,27.0,51.0,4.0,0.0,51.0,2.0,3,2013-2014,1,0,0,0
H12806-04-01,1,2014,2,681,1.0747256362995699,879.5779575576795,0.0,,,,0.0,nothing,1.0,68.0,,,1.0,15.0,2.0,2,2013-2014,1,0,0,0
H12808-04-01,1,2014,2,682,1.0747256362995699,2086.1831004475916,0.0,325664.5121122249,,,0.0,businessman,1.0,40.0,,,0.0,16.0,2.0,9,2013-2014,1,0,0,0
H12809-04-01,1,2014,2,683,1.0747256362995699,1856.8324466252807,0.0,,,,0.0,nothing,1.0,61.0,,,0.0,16.0,2.0,6,2013-2014,1,0,0,0
H12809-04-02,1,2014,2,684,1.0747256362995699,1237.3223906102958,0.0,260531.60968978,,,0.0,businessman,1.0,21.0,17.0,19.0,0.0,34.0,2.0,4,2013-2014,1,0,0,0
H12809-04-03,1,2014,2,685,1.0747256362995699,1301.2746932412579,0.0,465235.0173031785,,,0.0,businessman,1.0,23.0,16.0,19.0,0.0,34.0,2.0,4,2013-2014,1,0,0,0
H12907-04-01,0,2014,4,696,1.08515671048443,1072.8912578477396,0.0,46076.294342481895,,,0.0,businessman,2.0,62.0,,,1.0,,2.0,6,2013-2014,1,0,0,1
H13003-04-01,0,2014,8,701,1.06875102353536,903.0862917066013,450000.0,,,,0.0,nothing,1.0,29.0,,,1.0,,2.0,6,2013-2014,1,0,0,0
H13005-04-01,0,2014,2,703,1.06875102353536,415.22871791059686,0.0,,,,,,2.0,48.0,,,1.0,17.0,2.0,1,2013-2014,1,0,0,1
H13104-04-01,0,2013,11,717,1.0868319920274498,3177.646428297718,0.0,1815626.9170178743,,,0.0,businessman,1.0,33.0,2.0,19.0,0.0,36.0,2.0,9,2013-2014,1,0,0,0
H13105-04-01,0,2013,11,718,1.0868319920274498,4307.215437362851,0.0,161018.44745436974,,,0.0,businessman,1.0,44.0,,,0.0,31.0,2.0,9,2013-2014,1,0,0,0
H13107-04-03,0,2014,5,722,1.06875102353536,590.3626423115645,170000.0,,,,,,2.0,73.0,,,1.0,,2.0,3,2013-2014,1,0,0,1
H13108-04-02,0,2014,5,725,1.08515671048443,956.6180303553757,6640000.0,,,,0.0,nothing,1.0,40.0,,,0.0,15.0,2.0,4,2013-2014,1,0,0,0
H13111-04-01,0,2014,5,727,1.09481231747301,389.4555305687104,0.0,9.180275425917015,,,0.0,farmer,2.0,44.0,51.0,10.0,1.0,12.0,2.0,3,2013-2014,1,0,0,1
H13203-04-01,1,2014,3,729,1.0868319920274498,2421.328164907046,0.0,,,,,,2.0,79.0,,,1.0,,2.0,3,2013-2014,1,0,0,1
H13207-04-01,1,2013,10,733,1.0693649877067402,941.7894406171528,0.0,149621.50607073927,,,0.0,businessman,1.0,39.0,8.0,1.0,0.0,16.0,2.0,6,2013-2014,1,0,0,0
H13208-04-02,0,2014,3,735,1.0693649877067402,760.0323566950308,0.0,121567.47368247568,,,0.0,businessman,2.0,29.0,,,0.0,41.0,2.0,3,2013-2014,1,0,0,1
H13209-04-01,1,2013,10,736,1.0693649877067402,1982.2656034115912,0.0,102864.78542363324,,,0.0,businessman,2.0,55.0,,,0.0,17.0,2.0,6,2013-2014,1,0,0,1
H13210-04-01,1,2014,3,737,1.0868319920274498,3062.939581070719,0.0,,,,0.0,nothing,2.0,60.0,8.0,99.0,0.0,36.0,2.0,5,2013-2014,1,0,0,1
H13310-04-01,0,2014,7,744,1.06875102353536,3020.391055561176,3970000.0,197.4868292501619,,,0.0,farmer,2.0,68.0,,,0.0,15.0,2.0,12,2013-2014,1,0,0,1
H13310-04-03,0,2014,6,746,1.07004113303359,1744.531320019212,11218000.0,93679.77846099439,,,0.0,businessman,1.0,32.0,,,0.0,17.0,2.0,5,2013-2014,1,0,0,0
H13310-04-04,0,2014,6,747,1.07004113303359,2559.681552053039,0.0,14783543.839247365,,,0.0,businessman,1.0,43.0,,,0.0,41.0,2.0,6,2013-2014,1,0,0,0
H13310-04-07,0,2014,10,750,1.07004113303359,477.37081927384287,0.0,224290.44322772414,,,0.0,businessman,1.0,32.0,,5.0,0.0,34.0,2.0,3,2013-2014,1,0,0,0
H14003-04-03,0,2014,10,756,1.0693649877067402,1519.7393725477189,0.0,187120.86994287863,,,0.0,businessman,1.0,34.0,,,0.0,17.0,3.0,2,2013-2014,0,1,0,0
H14004-04-02,0,2014,7,758,1.0747256362995699,860.9821530243794,0.0,172.07413711278068,,,0.0,farmer,1.0,22.0,1.0,19.0,0.0,16.0,2.0,3,2013-2014,1,0,0,0
H14004-04-03,0,2014,7,759,1.0747256362995699,666.8951873344621,0.0,,,,0.0,nothing,2.0,30.0,11.0,19.0,0.0,16.0,2.0,6,2013-2014,1,0,0,1
H14006-04-02,0,2014,7,762,1.07578104320216,689.9210242495142,0.0,4767.372244257483,,,0.0,businessman,1.0,23.0,,,0.0,17.0,2.0,4,2013-2014,1,0,0,0
H14008-04-02,0,2014,7,765,1.0965546293128199,967.4032126658733,0.0,52892.94162785758,,,0.0,businessman,1.0,28.0,13.0,19.0,0.0,16.0,2.0,6,2013-2014,1,0,0,0
H14104-04-02,1,2014,6,770,1.0693649877067402,2211.7393442106427,0.0,,,,,,1.0,27.0,15.0,19.0,0.0,36.0,2.0,2,2013-2014,1,0,0,0
H14109-04-03,1,2014,8,773,1.0747256362995699,5208.83951507618,0.0,,,,0.0,nothing,1.0,30.0,,,0.0,,1.0,5,2013-2014,0,0,0,0
H14109-04-04,0,2014,9,774,1.0747256362995699,3876.8475742260216,0.0,299.25936889179246,,,0.0,farmer,1.0,67.0,,,0.0,22.0,2.0,9,2013-2014,1,0,0,0
H14202-04-01,0,2013,10,778,1.0731904059908899,717.5209574791572,0.0,,,,0.0,nothing,1.0,88.0,,,0.0,21.0,2.0,5,2013-2014,1,0,0,0
H14203-04-01,0,2014,3,779,1.0868319920274498,2311.9209518620064,0.0,165618.97452449464,,,0.0,businessman,1.0,34.0,,9.0,0.0,17.0,2.0,7,2013-2014,1,0,0,0
H14207-04-02,0,2013,10,782,1.0868319920274498,1675.2534897338544,0.0,204263.40191354335,,,0.0,businessman,1.0,30.0,3.0,10.0,0.0,41.0,2.0,6,2013-2014,1,0,0,0
H14210-04-01,0,2013,10,786,1.06875102353536,1489.9766381192615,0.0,205847.75607723312,,,0.0,businessman,1.0,41.0,1.0,19.0,1.0,16.0,2.0,9,2013-2014,1,0,0,0
H14302-04-03,0,2014,8,791,1.08515671048443,663.0495046922099,0.0,,,,0.0,nothing,1.0,22.0,8.0,19.0,0.0,32.0,2.0,4,2013-2014,1,0,0,0
H14303-04-01,0,2014,2,793,1.0731904059908899,1618.0241671668548,8474000.0,374.6093352300821,,,0.0,farmer,1.0,56.0,,,0.0,17.0,2.0,7,2013-2014,1,0,0,0
H14304-04-04,0,2014,8,797,1.0868319920274498,1998.4244707895184,0.0,230322.2793880809,,,0.0,businessman,1.0,25.0,,5.0,1.0,14.0,2.0,10,2013-2014,1,0,0,0
H14601-04-01,1,2013,10,824,1.0868319920274498,647.3378665213618,0.0,,,,,,1.0,32.0,1.0,19.0,0.0,61.0,2.0,1,2013-2014,1,0,0,0
H14606-04-01,1,2013,10,825,1.0868319920274498,2399.204859798458,0.0,,,,0.0,nothing,1.0,32.0,5.0,19.0,0.0,33.0,2.0,7,2013-2014,1,0,0,0
H14612-04-01,1,2013,10,826,1.0731904059908899,7453.429046456685,0.0,,,,0.0,nothing,1.0,39.0,9.0,19.0,0.0,61.0,2.0,8,2013-2014,1,0,0,0
H14802-04-01,0,2014,6,829,1.0731904059908899,1163.7383079436052,1530000.0,,,,0.0,nothing,1.0,64.0,,,1.0,,2.0,10,2013-2014,1,0,0,0
H14804-04-01,0,2013,12,831,1.07004113303359,848.6752903270103,460000.0,,,,,,2.0,70.0,,,1.0,,2.0,6,2013-2014,1,0,0,1
H14806-04-02,0,2014,6,834,1.07531979700378,961.0552164529126,0.0,,,,,,1.0,80.0,,,1.0,12.0,2.0,8,2013-2014,1,0,0,0
H14807-04-02,0,2014,7,837,1.07531979700378,423.1173747905581,0.0,,,,0.0,nothing,1.0,17.0,16.0,19.0,0.0,16.0,2.0,2,2013-2014,1,0,0,0
H14808-04-02,0,2014,7,839,1.07004113303359,395.0754714937593,0.0,,,,0.0,nothing,1.0,27.0,15.0,19.0,0.0,17.0,2.0,5,2013-2014,1,0,0,0
H14809-04-01,0,2014,6,840,1.07004113303359,381.5642949273745,1118000.0,,,,,,2.0,31.0,,,1.0,17.0,2.0,5,2013-2014,1,0,0,1
H14904-04-01,0,2013,10,844,1.07531979700378,608.1098990617742,308000.0,,,,0.0,nothing,2.0,71.0,,,1.0,16.0,2.0,3,2013-2014,1,0,0,1
H14906-04-01,0,2013,10,845,1.07531979700378,626.5156846091629,0.0,,,,0.0,nothing,1.0,53.0,,,0.0,14.0,2.0,4,2013-2014,1,0,0,0
H14906-04-02,0,2013,10,846,1.07531979700378,363.5142645609282,0.0,,,,0.0,nothing,1.0,21.0,2.0,9.0,0.0,16.0,2.0,2,2013-2014,1,0,0,0
H15002-04-01,0,2014,1,850,1.0693649877067402,678.7231731347333,2160000.0,,,,0.0,nothing,1.0,88.0,,,0.0,15.0,2.0,2,2013-2014,1,0,0,0
H15003-04-01,0,2014,7,851,1.0693649877067402,945.5850837778177,0.0,93.98735445455792,,,0.0,farmer,1.0,42.0,,,1.0,12.0,2.0,3,2013-2014,1,0,0,0
H15008-04-01,0,2014,7,857,1.07578104320216,318.36980598180696,553000.0,,,,,,1.0,86.0,,,0.0,16.0,2.0,2,2013-2014,1,0,0,0
H15008-04-02,0,2014,7,858,1.07578104320216,875.4810330632896,0.0,,,,0.0,nothing,1.0,24.0,16.0,19.0,0.0,17.0,2.0,2,2013-2014,1,0,0,0
H15009-04-01,0,2014,7,859,1.08552613447724,1998.3357633436087,8086000.0,207.39731067277032,,,0.0,farmer,1.0,51.0,13.0,19.0,0.0,13.0,2.0,9,2013-2014,1,0,0,0
H15106-04-01,0,2014,5,867,1.06875102353536,1152.80223843611,0.0,,,,0.0,nothing,2.0,67.0,,,1.0,12.0,2.0,3,2013-2014,1,0,0,1
H15107-04-01,0,2014,5,868,1.06875102353536,850.3507977419977,0.0,78.99473170006476,,,0.0,farmer,2.0,62.0,,,1.0,13.0,2.0,4,2013-2014,1,0,0,1
H15304-04-01,0,2013,12,876,1.0731904059908899,787.6161273212477,0.0,,,,,,2.0,54.0,,,0.0,14.0,2.0,3,2013-2014,1,0,0,1
H15306-04-01,0,2013,12,878,1.0868319920274498,494.9644917863336,0.0,,,,,,1.0,35.0,,4.0,1.0,16.0,2.0,7,2013-2014,1,0,0,0
H15503-04-01,0,2014,1,884,1.07004113303359,826.2770832776853,385000.0,,,,0.0,nothing,2.0,59.0,,,1.0,,2.0,2,2013-2014,1,0,0,1
H15504-04-01,0,2014,1,885,1.07004113303359,1121.7889117671687,3395000.0,,,,0.0,nothing,1.0,68.0,,,1.0,,2.0,4,2013-2014,1,0,0,0
H15506-04-01,0,2014,7,888,1.09481231747301,711.3301105020163,0.0,,,,,,1.0,86.0,,,1.0,,2.0,3,2013-2014,1,0,0,0
H15510-04-01,0,2014,1,891,1.07578104320216,920.3977664128673,0.0,18.68536107342434,,,0.0,farmer,2.0,73.0,,,1.0,14.0,2.0,3,2013-2014,1,0,0,1
H15907-04-02,0,2013,11,897,1.0965546293128199,646.3925846309106,0.0,,,,,,1.0,20.0,2.0,19.0,0.0,,2.0,3,2013-2014,1,0,0,0
H16201-04-01,0,2013,12,903,1.07531979700378,550.5918192261843,3550000.0,,,,0.0,nothing,2.0,44.0,,,1.0,,2.0,1,2013-2014,1,0,0,1
H16202-04-01,0,2014,6,905,1.07004113303359,260.5778507206166,0.0,,,,,,1.0,81.0,,,1.0,,2.0,2,2013-2014,1,0,0,0
H16305-04-01,0,2014,4,916,1.0747256362995699,155.02498556774347,0.0,,,,,,1.0,76.0,,,0.0,17.0,2.0,2,2013-2014,1,0,0,0
H16305-04-02,0,2014,4,917,1.0747256362995699,420.4378320884811,0.0,,,,0.0,nothing,1.0,46.0,17.0,19.0,1.0,14.0,2.0,1,2013-2014,1,0,0,0
H16309-04-01,0,2013,10,923,1.08515671048443,534.8069743697496,0.0,16735.657331666105,,,0.0,businessman,2.0,69.0,,,1.0,,2.0,1,2013-2014,1,0,0,1
H16407-04-02,0,2014,7,933,1.0868319920274498,1008.7088953047156,0.0,,,,0.0,nothing,1.0,33.0,,,0.0,17.0,2.0,7,2013-2014,1,0,0,0
H16407-04-03,0,2014,7,934,1.0868319920274498,876.9649690632252,0.0,,,,,,2.0,26.0,,,0.0,17.0,2.0,4,2013-2014,1,0,0,1
H16505-04-03,0,2014,6,947,1.07578104320216,1335.284649016247,0.0,,,,0.0,nothing,1.0,27.0,,,0.0,14.0,2.0,11,2013-2014,1,0,0,0
H16604-04-02,1,2014,10,954,1.0965546293128199,1060.2586919371327,0.0,22798.681736145507,,,0.0,businessman,2.0,19.0,17.0,5.0,0.0,17.0,2.0,2,2013-2014,1,0,0,1
H16606-04-01,0,2013,11,955,1.0965546293128199,792.1975437295932,0.0,-6383.6308861207435,,,0.0,businessman,1.0,60.0,,,0.0,13.0,2.0,9,2013-2014,1,0,0,0
H16611-04-01,1,2013,11,958,1.0868319920274498,2382.772437032916,0.0,277.4305142234408,,,0.0,farmer,1.0,48.0,2.0,9.0,0.0,61.0,2.0,6,2013-2014,1,0,0,0
H16703-04-02,0,2014,7,962,1.07592128257322,1014.5547151849063,0.0,,,,0.0,nothing,1.0,21.0,,,1.0,15.0,2.0,3,2013-2014,1,0,0,0
H17010-04-02,1,2014,10,992,1.07531979700378,2809.3627631696972,32720000.0,,,,0.0,nothing,2.0,24.0,51.0,10.0,0.0,61.0,1.0,1,2013-2014,0,0,0,1
H17101-04-01,0,2013,10,993,1.07531979700378,233.379608932906,0.0,,,,,,1.0,39.0,,,1.0,16.0,2.0,1,2013-2014,1,0,0,0
H17103-04-01,0,2013,10,995,1.07531979700378,3569.212546597736,0.0,,,,,,2.0,41.0,2.0,19.0,0.0,16.0,2.0,10,2013-2014,1,0,0,1
H17201-04-01,0,2014,5,1001,1.0693649877067402,1405.9062267102563,0.0,55172.93036358512,,,0.0,businessman,2.0,47.0,,,1.0,13.0,2.0,3,2013-2014,1,0,0,1
H17201-04-02,0,2014,5,1002,1.0693649877067402,584.4567487774201,0.0,,,,,,1.0,20.0,,1.0,0.0,34.0,2.0,3,2013-2014,1,0,0,0
H17201-04-03,0,2014,6,1003,1.0693649877067402,1031.6919600511858,0.0,,,,,,1.0,20.0,,,0.0,,2.0,4,2013-2014,1,0,0,0
H17207-04-02,1,2014,10,1010,1.0747256362995699,976.2617536611816,16225000.0,,,,0.0,nothing,1.0,23.0,36.0,1.0,0.0,34.0,2.0,3,2013-2014,1,0,0,0
H17208-04-01,0,2014,6,1011,1.0747256362995699,992.0879702852667,4210000.0,9304.70034606357,,,0.0,businessman,1.0,55.0,1.0,99.0,1.0,14.0,2.0,2,2013-2014,1,0,0,0
H17308-04-01,0,2013,11,1015,1.06875102353536,2357.833594351567,0.0,503955.5788542602,,,0.0,businessman,1.0,44.0,,,0.0,16.0,2.0,10,2013-2014,1,0,0,0
H17309-04-01,0,2014,5,1016,1.06875102353536,885.9780004547098,0.0,,,,0.0,nothing,2.0,40.0,16.0,19.0,1.0,10.0,2.0,4,2013-2014,1,0,0,1
H17401-04-01,1,2014,2,1018,1.06875102353536,2449.3430591872643,3920000.0,,,,0.0,nothing,1.0,44.0,,,0.0,41.0,2.0,9,2013-2014,1,0,0,0
H17404-04-01,1,2014,2,1021,1.06875102353536,1612.881445040883,0.0,4678.358092664389,,,0.0,businessman,1.0,42.0,,,0.0,16.0,2.0,7,2013-2014,1,0,0,0
H17405-04-01,0,2014,2,1022,1.08515671048443,377.88798935018343,650000.0,15665.940076443845,,,0.0,businessman,1.0,61.0,,,0.0,16.0,2.0,1,2013-2014,1,0,0,0
H17406-04-01,1,2014,2,1023,1.08515671048443,1829.1659574993603,0.0,165874.6596329348,,,0.0,businessman,1.0,62.0,,,0.0,17.0,2.0,10,2013-2014,1,0,0,0
H17406-04-03,0,2014,8,1024,1.08515671048443,1242.955102225358,0.0,,,,,,1.0,28.0,17.0,19.0,0.0,51.0,2.0,1,2013-2014,1,0,0,0
H17409-04-01,1,2014,8,1026,1.07578104320216,2103.612323000784,0.0,282879.6791868705,,,0.0,businessman,1.0,45.0,15.0,20.0,0.0,51.0,2.0,8,2013-2014,1,0,0,0
H17511-04-02,0,2013,9,1036,1.0693649877067402,657.1162035672899,0.0,,,,0.0,nothing,1.0,28.0,2.0,19.0,0.0,34.0,2.0,3,2013-2014,1,0,0,0
H17511-04-03,0,2013,9,1037,1.0693649877067402,996.772042973069,0.0,28054.032388263608,,,0.0,businessman,1.0,22.0,2.0,19.0,1.0,15.0,2.0,3,2013-2014,1,0,0,0
H17601-04-01,0,2013,12,1038,1.0693649877067402,1898.0384742273145,10555000.0,187064.47753020588,,,0.0,businessman,1.0,73.0,,,0.0,16.0,2.0,8,2013-2014,1,0,0,0
H17608-04-01,0,2014,6,1043,1.0747256362995699,1003.3101966187089,0.0,130.9259738901592,,,0.0,farmer,1.0,68.0,,,1.0,,2.0,4,2013-2014,1,0,0,0
H17610-04-01,0,2013,12,1046,1.07531979700378,1553.563336359283,42220000.0,312465.1856463672,,,0.0,businessman,2.0,59.0,,,0.0,17.0,2.0,3,2013-2014,1,0,0,1
H17701-04-01,0,2013,10,1047,1.07531979700378,456.11837309622786,1680000.0,,,,0.0,nothing,2.0,70.0,,,1.0,14.0,2.0,2,2013-2014,1,0,0,1
H17704-04-01,0,2013,10,1049,1.07531979700378,1527.3926100340893,1300000.0,,,,0.0,nothing,1.0,71.0,,,0.0,14.0,2.0,2,2013-2014,1,0,0,0
H17705-04-02,1,2013,11,1050,1.07004113303359,1473.5997175489194,0.0,,,,0.0,nothing,1.0,30.0,,,1.0,16.0,2.0,5,2013-2014,1,0,0,0
H17707-04-02,0,2014,4,1051,1.07004113303359,676.7871142936409,0.0,,,,0.0,nothing,2.0,63.0,,,1.0,,2.0,4,2013-2014,1,0,0,1
H17707-04-03,0,2014,4,1052,1.07004113303359,1619.2097389641974,0.0,,,,0.0,nothing,1.0,47.0,,,0.0,41.0,2.0,12,2013-2014,1,0,0,0
H17708-04-01,0,2014,4,1054,1.07004113303359,2630.416534960424,22080000.0,,,,0.0,nothing,1.0,53.0,,,0.0,13.0,2.0,10,2013-2014,1,0,0,0
H17710-04-01,0,2014,4,1057,1.07531979700378,1293.006434704061,55290000.0,56.08012783970015,,,0.0,farmer,2.0,62.0,,,0.0,17.0,2.0,3,2013-2014,1,0,0,1
H18001-04-02,0,2013,11,1059,1.06875102353536,687.9486249703442,0.0,,,,0.0,nothing,1.0,22.0,4.0,1.0,0.0,17.0,3.0,3,2013-2014,0,1,0,0
H18007-04-01,1,2013,11,1061,1.06875102353536,3171.86996415086,0.0,2002337.2636603587,,,0.0,businessman,1.0,43.0,,,0.0,34.0,3.0,5,2013-2014,0,1,0,0
H18012-04-01,1,2014,6,1064,1.0693649877067402,3215.3796938553915,7920000.0,509648.2550534557,,,0.0,businessman,1.0,48.0,,,0.0,34.0,3.0,6,2013-2014,0,1,0,0
H18101-04-01,0,2014,3,1066,1.0693649877067402,422.5093072557203,0.0,,,,,,2.0,74.0,,,0.0,,3.0,3,2013-2014,0,1,0,1
H18102-04-01,0,2014,3,1067,1.0693649877067402,2023.6923373365616,0.0,314.85763742276896,,,0.0,farmer,2.0,60.0,,,1.0,,3.0,6,2013-2014,0,1,0,1
